name,month,Number of incoming visits,Number of outgoing visits (no regI to regI),Number of outgoing visits (with regI to regI),to Acton,to Adams-Normandie,to Agoura Hills,to Agua Dulce,to Alhambra,to Alondra Park,to Altadena,to Angeles Crest,to Arcadia,to Arleta,to Arlington Heights,to Artesia,to Athens,to Atwater Village,to Avalon,to Avocado Heights,to Azusa,to Baldwin Hills/Crenshaw,to Baldwin Park,to Bel-Air,to Bellflower,to Bell Gardens,to Bell,to Beverly Crest,to Beverly Grove,to Beverly Hills,to Beverlywood,to Boyle Heights,to Bradbury,to Brentwood,to Broadway-Manchester,to Burbank,to Calabasas,to Canoga Park,to Carson,to Carthay,to Castaic Canyons,to Castaic,to Central-Alameda,to Century City,to Cerritos,to Charter Oak,to Chatsworth,to Chatsworth Reservoir,to Chesterfield Square,to Cheviot Hills,to Chinatown,to Citrus,to Claremont,to Commerce,to Compton,to Covina,to Cudahy,to Culver City,to Cypress Park,to Del Aire,to Del Rey,to Desert View Highlands,to Diamond Bar,to Downey,to Downtown,to Duarte,to Eagle Rock,to East Compton,to East Hollywood,to East La Mirada,to East Los Angeles,to East Pasadena,to East San Gabriel,to Echo Park,to Elizabeth Lake,to El Monte,to El Segundo,to El Sereno,to Elysian Park,to Elysian Valley,to Encino,to Exposition Park,to Fairfax,to Florence-Firestone,to Florence,to Gardena,to Glassell Park,to Glendale,to Glendora,to Gramercy Park,to Granada Hills,to Green Meadows,to Green Valley,to Griffith Park,to Hacienda Heights,to Hancock Park,to Hansen Dam,to Harbor City,to Harbor Gateway,to Harvard Heights,to Harvard Park,to Hasley Canyon,to Hawaiian Gardens,to Hawthorne,to Hermosa Beach,to Hidden Hills,to Highland Park,to Historic South-Central,to Hollywood Hills,to Hollywood Hills West,to Hollywood,to Huntington Park,to Hyde Park,to Industry,to Inglewood,to Irwindale,to Jefferson Park,to Koreatown,to La Canada Flintridge,to La Crescenta-Montrose,to Ladera Heights,to La Habra Heights,to Lake Balboa,to Lake Hughes,to Lake Los Angeles,to Lake View Terrace,to Lakewood,to La Mirada,to Lancaster,to La Puente,to Larchmont,to La Verne,to Lawndale,to Leimert Park,to Lennox,to Leona Valley,to Lincoln Heights,to Littlerock,to Lomita,to Long Beach,to Lopez/Kagel Canyons,to Los Feliz,to Lynwood,to Malibu,to Manchester Square,to Manhattan Beach,to Marina del Rey,to Mar Vista,to Mayflower Village,to Maywood,to Mid-City,to Mid-Wilshire,to Mission Hills,to Monrovia,to Montebello,to Montecito Heights,to Monterey Park,to Mount Washington,to Northeast Antelope Valley,to North El Monte,to North Hills,to North Hollywood,to Northridge,to Northwest Antelope Valley,to Northwest Palmdale,to North Whittier,to Norwalk,to Pacific Palisades,to Pacoima,to Palmdale,to Palms,to Palos Verdes Estates,to Panorama City,to Paramount,to Pasadena,to Pico Rivera,to Pico-Robertson,to Pico-Union,to Playa del Rey,to Playa Vista,to Pomona,to Porter Ranch,to Quartz Hill,to Ramona,to Rancho Dominguez,to Rancho Palos Verdes,to Rancho Park,to Redondo Beach,to Reseda,to Ridge Route,to Rolling Hills Estates,to Rolling Hills,to Rosemead,to Rowland Heights,to San Dimas,to San Fernando,to San Gabriel,to San Marino,to San Pasqual,to San Pedro,to Santa Clarita,to Santa Fe Springs,to Santa Monica,to Sawtelle,to Sepulveda Basin,to Shadow Hills,to Sherman Oaks,to Sierra Madre,to Signal Hill,to Silver Lake,to South Diamond Bar,to Southeast Antelope Valley,to South El Monte,to South Gate,to South Park,to South Pasadena,to South San Gabriel,to South San Jose Hills,to South Whittier,to Stevenson Ranch,to Studio City,to Sunland,to Sun Valley,to Sun Village,to Sylmar,to Tarzana,to Temple City,to Toluca Lake,to Topanga,to Torrance,to Tujunga Canyons,to Tujunga,to Unincorporated Catalina Island,to Unincorporated Santa Monica Mountains,to Unincorporated Santa Susana Mountains,to Universal City,to University Park,to Valinda,to Valley Glen,to Valley Village,to Val Verde,to Van Nuys,to Venice,to Vermont Knolls,to Vermont-Slauson,to Vermont Square,to Vermont Vista,to Vernon,to Veterans Administration,to View Park-Windsor Hills,to Vincent,to Walnut,to Walnut Park,to Watts,to West Adams,to West Carson,to Westchester,to West Compton,to West Covina,to West Hills,to West Hollywood,to Westlake,to Westlake Village,to West Los Angeles,to Westmont,to West Puente Valley,to West San Dimas,to West Whittier-Los Nietos,to Westwood,to Whittier,to Whittier Narrows,to Willowbrook,to Wilmington,to Windsor Square,to Winnetka,to Woodland Hills
Eagle Rock,4,15245,1814,4746,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,2932,0,54,0,4,0,0,24,0,0,0,0,0,8,21,0,0,0,0,0,358,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,634,0,8,0,32,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,12,8,0,0,0,0,0,0,12,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,0,40,0,0,0,0,0,0,0,0,0,0,8,8,33,0,9,4,0,4,0,0,8,0,0,0,0,0,0,0,8,0,0,28,5,38,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,16
East Hollywood,4,33565,5772,12535,0,0,0,0,0,0,0,0,0,0,0,0,0,440,0,0,0,8,0,0,0,0,0,0,82,0,0,8,0,0,0,4,0,48,0,0,0,0,4,0,0,0,20,4,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,4,0,77,0,6763,0,0,0,0,143,0,0,0,0,0,8,53,0,46,0,0,0,88,0,0,0,16,0,0,0,0,26,0,0,0,8,0,0,0,0,0,0,56,0,102,25,1208,0,82,0,0,0,0,379,0,0,0,0,0,0,0,4,0,0,0,0,96,0,0,0,0,0,8,0,0,0,0,894,0,0,0,0,0,0,0,0,0,4,20,0,4,8,0,0,0,0,16,202,46,0,0,0,0,0,53,0,0,0,65,0,0,0,0,79,0,0,0,4,0,0,0,98,0,0,16,0,0,0,0,0,0,4,0,0,0,61,0,0,0,0,0,10,95,0,0,331,0,0,0,0,0,0,0,0,0,0,57,8,87,0,16,36,0,28,0,8,30,4,0,0,0,0,0,0,92,24,0,157,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,41,0,41,0,0,0,0,0,0,0,0,0,0,0,0,26,36
East Los Angeles,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Echo Park,4,7515,1220,2499,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,4,0,0,0,0,0,0,0,41,0,0,0,0,0,21,0,118,0,200,0,0,0,0,1279,0,0,0,0,0,4,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,24,0,8,8,80,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,25,0,0,0,0,37,0,0,0,0,0,0,0,0,29,0,12,0,0,4,0,0,0,0,4,21,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8,0,0,220,0,0,0,0,0,0,0,0,0,0,12,4,13,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,16,0,0,0,0,0,0,0,0,0,0,4,0,0,8
El Sereno,4,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elysian Valley,4,886,1534,1641,0,0,0,0,0,0,0,0,0,0,0,0,0,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,147,0,84,0,0,0,0,52,0,0,0,0,0,107,0,0,0,0,0,0,303,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,79,0,4,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,63,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,4,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,14,0,0,16,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Encino,4,22754,10617,17206,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,8,0,4,0,414,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12,0,65,0,0,0,0,12,0,0,0,0,0,0,6589,0,8,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,12,111,0,4,0,0,0,0,0,0,0,0,0,394,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,122,180,473,0,0,0,0,0,84,0,0,0,141,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,4,1260,0,0,14,0,0,0,0,0,0,0,0,0,0,291,12,106,0,32,2169,0,40,0,0,73,8,0,0,4,0,0,0,235,93,0,1102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,411,0,4,0,0,0,0,0,0,0,0,0,0,0,0,140,1254
Fairfax,4,2596,218,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,13,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glassell Park,4,8834,2509,4003,0,0,0,0,0,0,0,0,0,0,0,0,0,273,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,225,0,0,0,0,0,0,0,907,0,84,0,5,0,0,40,0,0,0,0,0,24,4,0,8,0,0,0,1494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,0,24,4,32,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,81,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,29,0,0,4,9,4,0,0,0,0,0,8,0,0,0,8,0,0,0,0,12,0,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,0,0,132,0,0,0,0,0,0,0,0,0,0,24,0,20,0,4,4,0,0,0,0,12,12,0,0,0,0,0,0,4,8,0,45,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,16
Glendale,4,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Granada Hills,4,32941,16255,27594,0,0,0,0,0,0,0,0,0,4,0,0,0,28,0,0,0,0,0,0,0,0,0,8,28,0,0,0,0,0,0,4,4,520,0,0,0,0,0,0,0,0,962,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,36,0,93,0,0,0,0,4,0,0,0,0,0,0,294,0,20,0,0,0,13,4,0,0,11339,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,0,28,4,83,0,0,0,4,0,0,4,0,0,0,0,164,0,0,32,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,1353,0,0,0,0,0,0,0,1498,290,3573,0,0,0,0,0,983,0,0,0,429,0,0,0,0,6,0,0,0,1381,0,0,0,0,0,0,359,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,8,54,233,0,0,29,0,0,0,0,0,0,0,0,0,0,176,16,372,0,420,217,0,29,0,0,135,45,0,0,0,0,0,0,298,44,0,1077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,349
Griffith Park,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hancock Park,4,621,188,237,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,0,0,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harvard Heights,4,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Highland Park,4,13720,3339,7516,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,4,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,307,0,0,0,0,0,8,0,1380,0,124,0,0,0,0,42,0,0,0,0,0,24,33,0,4,0,0,0,258,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4177,0,16,0,69,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,214,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,24,0,0,16,36,16,0,0,0,0,11,9,0,0,0,16,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,12,0,0,32,0,0,0,0,0,0,0,0,0,0,24,4,24,0,24,8,0,4,0,0,31,0,0,0,0,0,0,0,20,4,0,28,0,67,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20
Historic South-Central,4,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hollywood Hills,4,4747,1839,2508,0,0,0,0,0,0,0,0,0,0,4,0,0,34,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,96,0,0,0,0,14,0,0,0,0,0,0,47,0,12,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,669,39,512,0,20,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,32,0,0,0,0,0,27,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,80,12,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,32,0,0,24,0,0,0,0,0,0,0,0,0,0,385,0,24,0,0,18,0,49,0,0,20,0,0,0,0,0,0,0,59,20,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Hollywood Hills West,4,2929,920,1098,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,26,0,0,0,0,13,0,0,0,0,0,0,16,0,30,0,0,0,0,0,0,0,16,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,52,178,287,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,27,8,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,8,0,0,0,0,0,0,0,0,0,0,213,0,8,0,4,16,0,4,0,0,18,0,0,0,0,0,0,0,16,16,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Hollywood,4,35485,7092,14581,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,118,4,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,24,0,44,0,2247,0,4,0,0,80,0,0,0,0,0,4,75,0,224,0,0,0,47,0,0,0,38,0,0,0,0,37,0,0,0,28,0,0,0,0,0,0,40,0,521,316,7489,0,159,0,0,0,0,45,0,0,0,0,20,0,0,8,0,0,0,0,203,0,0,0,0,0,16,0,0,0,0,704,0,0,0,0,0,0,0,0,26,0,8,0,0,0,0,0,0,0,32,273,33,0,0,0,0,0,47,0,0,0,82,0,0,0,0,16,0,0,0,13,0,0,0,60,0,0,9,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,20,54,0,0,85,0,0,0,0,0,0,0,0,0,0,230,20,166,0,21,24,0,43,0,9,83,24,0,0,0,0,0,0,124,28,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,12,16,0,0,0,0,0,0,0,0,0,0,4,0,16,65
Huntington Park,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
